id,GM.25,GM.26,GM.27,GM.29,GM.30,GM.31,GM.33,GM.34,GM.37,GM.38,GM.39,LP.01,LP.02,LP.03,LP.04,LP.06,LP.07,LP.08,LP.09,PD.10,PD.11,PD.12,PD.13,PD.14,PD.15,PD.16,PD.21,PD.22,PD.23,PD.24,VD.51,VD.52,VD.53,VD.54,VD.55,VD.56,VD.57,VD.58
c13422,2,0,0,0,10,13,0,0,2,1,0,0,0,0,0,0,1,0,5,0,6,0,0,0,1,0,4,1,6,0,3,1,0,10,0,0,0,0
c13423,0,0,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,3,0,0,3,8,3,0,0,0,0,0,3
c13424,0,1,1,0,1,65,0,1,0,1,9,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,7,0,2,0,1,0,0,0,0,3,0,2
c13425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13426_fragment1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13426_fragment2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13428,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,2,1,2,0,0,1,0,0,0,0,5,1,8,0,20,0,7,1,0,1
c13429,6,1,2,13,13,0,1,1,2,1,0,0,0,1,0,0,2,0,2,0,2,0,18,0,0,0,0,2,0,3,18,2,0,12,0,7,0,1
c13430,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,4,0,4,0,1,0,0
c13431,3,1,0,0,2,8,0,2,0,0,3,0,0,0,0,0,3,0,4,0,4,1,0,1,0,0,0,3,0,4,4,2,0,0,0,2,0,3
c13432,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
c13433,4,1,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,2,0,1,0,0,0
c13434,1,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
c13435,8,9,6,9,25,0,17,3,4,10,14,0,0,4,8,0,10,5,12,6,3,7,0,4,1,0,11,12,8,2,34,9,0,36,18,7,0,4
c13436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13437,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13438,3,1,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,6,0,1,0,1
c13439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13441,32,10,13,14,56,0,31,24,15,23,30,1,0,2,13,0,6,0,6,42,27,30,0,18,40,25,37,18,46,37,9,14,0,0,0,1,14,2
c13442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13443,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13444,1,9,0,3,0,0,2,0,0,0,3,0,0,5,26,16,6,6,4,2,2,1,0,1,0,0,8,0,5,1,2,9,0,0,0,0,0,2
c13445,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0,0,0,0,0,0
c13446,6,3,1,2,9,2,0,1,1,4,4,0,0,0,0,0,1,5,2,1,2,0,0,2,0,0,5,0,1,0,15,4,0,9,0,0,0,5
c13447,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,4,0,2,3,0,0,0,3,0,2
c13448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
c13449,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,6,6,1,0,0,0,1,0,0
c13450,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
c13451,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13452,0,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,6,3,0,0
c13453,16,20,18,7,56,12,29,20,19,19,19,6,0,16,26,1,34,12,8,19,18,17,50,8,0,16,19,16,26,25,63,12,23,14,8,17,0,7
c13454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13455,2,0,0,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c13456_fragment1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0
c13457,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0
c13458,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13459,2,0,2,0,9,0,9,3,1,3,0,0,0,0,0,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,3,0,0
c13460,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0
c13461,2,1,0,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,1,1,0,1,0,1,0,1,1,7,6,5,0,9,0,3,0,1
c13462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13463,16,1,0,0,0,1,0,0,0,0,1,2,0,0,7,0,0,0,3,2,4,1,8,0,142,0,0,1,0,0,9,0,0,0,0,0,5,0
c13464,2,0,5,4,0,18,3,0,0,1,5,0,0,0,0,0,7,1,0,1,3,1,0,0,0,1,8,0,0,0,4,6,0,11,0,1,0,2
c13465,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4
c13466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13467,2,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
c13468,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13469,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
c13470,18,8,1,0,26,0,32,9,5,11,6,0,80,3,1,0,6,3,12,3,6,7,0,0,0,1,4,0,2,2,29,10,0,24,0,5,9,14
c13471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
c13473,5,3,2,0,4,0,0,0,0,4,2,0,0,0,2,0,1,0,1,1,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,3,0,0
c13474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13475,2,0,1,0,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0
c13476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c13477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13478,3,4,6,0,4,0,2,0,0,0,4,0,0,1,0,0,3,1,2,2,1,2,0,3,0,1,0,0,0,0,2,2,0,0,0,0,30,1
c13479,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13480,1,1,4,5,0,12,4,1,0,5,3,34,93,0,24,0,3,2,1,1,2,2,26,2,308,3,8,0,21,6,10,8,34,8,25,0,9,0
c13481,1,0,0,1,14,0,2,3,0,2,0,0,0,0,4,0,0,1,0,0,3,1,0,0,0,0,13,0,0,0,0,5,0,8,0,3,0,0
c13482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
c13483,4,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4
c13484,8,7,5,2,4,0,8,0,6,7,2,0,19,1,3,0,3,3,4,5,3,2,0,1,0,5,9,2,5,1,23,10,0,22,5,2,0,7
c13485_fragment1,3,2,2,3,0,23,0,1,1,2,1,0,0,2,0,0,0,3,0,1,0,1,0,0,0,2,0,1,1,0,15,2,0,0,0,4,0,3
c13486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
c13487,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
c13488,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,12,0
c13489,1,0,1,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,2,0,0,0,141,1,0,0,0,0,0,0,0,0,0,0,0,0
c13490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13491,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13492,0,0,0,5,4,0,0,0,0,0,2,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
c13493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0
c13494,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
c13495,7,2,0,0,6,0,1,3,0,1,7,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,6,0,1,0,3,0,0,1,2,3,0,0
c13496,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,2,0,1,2,3,3,0,0,0,0,0,1
c13497,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
c13498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13499,4,1,0,6,4,0,2,5,2,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
c13500,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,4,1,0,0,0,0,5,0,5,1,6,0,0,0,0,2,0,0
c13501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
c13502,7,2,0,0,12,12,2,2,2,0,4,0,0,3,16,0,2,11,8,3,4,7,0,0,0,7,15,0,6,1,16,3,0,0,0,2,0,3
c13503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13504,6,2,1,0,4,0,5,0,1,4,3,0,0,0,1,0,1,0,0,2,3,0,0,0,0,2,6,0,0,10,2,0,0,0,0,4,0,1
c13505,0,0,0,0,12,0,0,1,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
c13506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c13508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13509,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,2,0,0
c13510,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,4,0,1,0,0
c13511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,3,0,5,0,0,12,0,0,0,0,3,0,2
c13512,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
c13513,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13514,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13516,4,2,0,0,2,0,0,1,0,1,1,0,0,1,7,0,0,2,3,0,1,0,0,2,0,0,0,3,3,2,6,3,0,0,0,5,0,5
c13517,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
c13518,3,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,1,3,4,0,0,0,0,1,0,2
c13519,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
c13520,2,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0
c13521,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13522,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13524,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
c13525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13527,6,4,3,1,7,0,4,2,4,6,2,0,0,0,10,0,7,5,7,1,3,3,20,0,0,2,6,0,5,0,21,2,0,8,0,12,4,5
c13528_fragment2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13530,9,2,2,1,27,17,12,3,8,6,3,0,0,3,0,0,4,4,4,4,5,1,0,4,0,0,14,0,7,3,29,11,0,4,1,2,11,1
c13531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
c13532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13534,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
c13535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13536,2,2,8,0,4,23,4,7,3,8,5,0,0,1,5,0,5,3,5,0,2,5,0,0,0,0,0,1,1,5,10,1,0,1,0,2,0,2
c13537,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c13538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13539_fragment1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13539_fragment2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
c13540,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
c13541,1,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,3,0,0,0,0,2,0,1,0,0,2,0,2,2,0,0,0,2,0,3
c13542,0,0,1,0,5,0,5,2,3,5,1,0,0,0,0,0,2,2,0,0,0,2,4,2,27,4,1,6,0,0,3,0,0,0,0,0,0,0
c13543,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13544,9,7,4,5,17,33,7,10,3,7,12,0,0,4,3,0,15,5,4,2,18,3,0,6,0,18,7,9,13,1,32,12,3,14,14,11,58,15
c13545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
c13546,4,0,1,1,2,0,3,0,3,1,2,0,0,0,4,0,2,1,0,2,0,0,0,1,0,2,0,0,0,0,8,1,0,0,0,0,0,0
c13547,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
c13548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13549,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
c13550,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13551_fragment2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13552,2,1,2,1,0,0,3,3,2,2,1,0,0,0,0,0,2,0,4,0,4,0,0,0,0,0,5,0,0,1,11,1,0,0,0,2,0,0
c13553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
c13554,0,1,0,0,2,0,5,0,2,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,10,0,4,1,3,1,0,0,6,0,0,0
c13555,0,1,0,0,4,0,0,0,1,1,1,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,4,2,0,1,1,0,3,5,0,0,0
c13556,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,2,3,3,8,0,0,0,8,2,0,2
c13557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
c13558,1,0,0,1,0,0,9,0,0,0,0,0,0,1,4,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,9,0,1,0,0
c13559,3,3,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,4,0,9,3,0,3,0,1,0,4
c13560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13561,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
c13562,2,2,0,0,0,0,1,2,0,2,1,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0
c13563,1,2,0,0,3,0,2,1,1,2,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,5,3,0,0,0,4,1,0,4
c13564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13565,15,10,6,5,29,17,8,6,8,12,1,0,0,3,1,0,4,7,8,4,8,3,0,3,0,1,9,0,6,9,28,2,0,16,0,4,0,7
c13566,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,5,4,0,0,3,0,0,1
c13567,3,1,5,0,0,0,0,0,1,1,3,5,43,2,1,0,4,1,1,1,1,0,9,1,14,0,2,0,3,2,1,8,0,7,3,4,0,15
c13568,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13569,1,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,0,0,0,0,0,5,0,10,7,0,7,0,1,0,3
c13570,1,1,2,0,1,0,0,2,0,3,0,0,0,0,4,0,0,1,1,1,0,0,0,2,0,1,0,0,1,5,6,2,0,0,0,6,35,2
c13571,4,0,0,8,17,10,2,3,0,3,3,0,0,1,0,8,6,1,4,4,4,1,0,0,0,3,3,6,5,5,5,8,0,12,0,1,0,7
c13572,2,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,3,2,3,0,1,3,0,0,0,1,0,0,1,2,7,3,0,0,0,2,2,0
c13573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13574,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
c13575,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
c13576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,8,0
c13577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13579,1,2,0,0,6,0,0,2,1,4,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,5,0,0,3,12,0,0,0,0,1,15,4
c13580,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13581,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13583,2,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
c13584,0,1,3,0,5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,1,0,2
c13585,4,4,0,2,9,0,1,4,3,2,3,0,26,1,0,0,4,3,5,1,4,0,0,0,0,0,0,0,1,7,1,2,0,0,0,3,0,0
c13586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
c13587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
c13588,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13589,5,1,8,0,47,9,19,12,1,6,20,5,0,4,6,0,2,3,5,10,8,10,0,2,0,5,3,7,9,8,33,3,21,33,21,3,0,15
c13590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c13591,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
